
0 0 0.238918484
1 0 0.4357415004
2 0 0.2137452195
3 0 0.3148565645
4 0 0.3211458601
5 0 0.5809201122
6 0 0.3828913449
7 0 0.2648121672
8 0 0.2538797396
  
0 1 0.321419268
1 1 0.3182159644
2 1 0.3160551427
3 1 0.4284918558
4 1 0.2929902688
5 1 0.4010349617
6 1 0.2165731399
7 1 0.3637190525
8 1 0.5743956047
  
0 2 0.2419090705
1 2 0.3397621708
2 2 0.2714165605
3 2 0.1494600168
4 2 0.2764351982
5 2 0.1685789428
6 2 0.515976993
7 2 0.2921742469
8 2 0.4521975809
  
0 3 0.5422820632
1 3 0.2320244353
2 3 0.2745624631
3 3 0.3487400371
4 3 0.5248567462
5 3 0.3577247982
6 3 0.2597641023
7 3 0.2849987249
8 3 0.1494607496
  
0 4 0.3017145416
1 4 0.5195527333
2 4 0.4918559614
3 4 0.4374088851
4 4 0.143022778
5 4 0.4863910278
6 4 0.2573551289
7 4 0.4004168584
8 4 0.1625989542
  
0 5 0.2339730347
1 5 0.2533795731
2 5 0.4468645636
3 5 0.2721267611
4 5 0.4904828068
5 5 0.3265606617
6 5 0.5785104209
7 5 0.2869790037
8 5 0.3680143873
  
0 6 0.3566656243
1 6 0.3633250125
2 6 0.2770382207
3 6 0.0945491957
4 6 0.4130359352
5 6 0.1853469742
6 6 0.4526093835
7 6 0.3747523114
8 6 0.3778746652
  
0 7 0.3134081071
1 7 0.294108473
2 7 0.2440134785
3 7 0.1808921175
4 7 0.6016643433
5 7 0.42954524
6 7 0.3443044554
7 7 0.1558587002
8 7 0.4049066028
  
0 8 0.4376499171
1 8 0.2937729362
2 8 0.4977157656
3 8 0.3272154905
4 8 0.6121783509
5 8 0.4292302945
6 8 0.0402764362
7 8 0.3404825671
8 8 0.406996603
  
0 9 0.4231034669
1 9 0.2982585464
2 9 0.5687114837
3 9 0.5321399686
4 9 0.2441666219
5 9 0.5219809689
6 9 0.397799508
7 9 0.3259696131
8 9 0.3566745281
  
0 10 0.2235101622
1 10 0.4605657559
2 10 0.5665841349
3 10 0.4468153806
4 10 0.1366776749
5 10 0.4418152033
6 10 0.3479635285
7 10 0.2808360863
8 10 0.2239547091
  
0 11 0.4092916453
1 11 0.5340017197
2 11 0.3853820508
3 11 0.1358605038
4 11 0.271416087
5 11 0.1835316133
6 11 0.4134923207
7 11 0.369677682
8 11 0.2877541911
  
0 12 0.4262129608
1 12 0.2579244797
2 12 0.6320324492
3 12 0.3007994663
4 12 0.2258346553
5 12 0.1958851654
6 12 0.3178600061
7 12 0.3778200006
8 12 0.3541305296
  
0 13 0.1950644841
1 13 0.2701768261
2 13 0.2652226537
3 13 0.2890734256
4 13 0.3020291896
5 13 0.2826114611
6 13 0.4865309828
7 13 0.2401055302
8 13 0.1894033549
  
0 14 0.1539185954
1 14 0.1172622611
2 14 0.1436538431
3 14 0.4618494186
4 14 0.1435630063
5 14 0.3277052043
6 14 0.600698914
7 14 0.2364460441
8 14 0.2355958171
  
0 15 0.5463780705
1 15 0.4328063367
2 15 0.1912908543
3 15 0.5906498886
4 15 0.4217575633
5 15 0.4151524147
6 15 0.3278368166
7 15 0.2704836823
8 15 0.2430968558
  
0 16 0.4411501239
1 16 0.1055879712
2 16 0.0956768274
3 16 0.2626473791
4 16 0.505448927
5 16 0.14916522
6 16 0.2854612621
7 16 0.4056465295
8 16 0.4353228227
  
0 17 0.3541769236
1 17 0.3310931144
2 17 0.5432161498
3 17 0.3677420414
4 17 0.1590171384
5 17 0.4537199753
6 17 0.2758378906
7 17 0.431884921
8 17 0.3809087542
  
0 18 0.2769111118
1 18 0.3978667409
2 18 0.2152330299
3 18 0.3350465668
4 18 0.3481678337
5 18 0.520426555
6 18 0.6457880705
7 18 0.3793925771
8 18 0.087298296
  
0 19 0.3299094188
1 19 0.3669368397
2 19 0.4796310271
3 19 0.2675559299
4 19 0.3052376555
5 19 0.3654121479
6 19 0.3263578947
7 19 0.4079264958
8 19 0.4318329206
  
0 19 0.3113931048
1 19 0.5535899825
2 19 0.4143282327
3 19 0.1665744304
4 19 0.3345052436
5 19 0.5453212349
6 19 0.2246402373
7 19 0.2227212594
8 19 0.187809526
  
0 20 0.2611726415
1 20 0.3763751537
2 20 0.4082264693
3 20 0.2756736159
4 20 0.2979862499
5 20 0.1599069815
6 20 0.4859580042
7 20 0.2900475239
8 20 0.2482299051
  
0 21 0.5109139121
1 21 0.2265803227
2 21 0.2694691217
3 21 0.3440667938
4 21 0.1038983489
5 21 0.2649297278
6 21 0.5056110423
7 21 0.3097826451
8 21 0.1395881781
  
0 22 0.1456185574
1 22 0.4858400317
2 22 0.3582223169
3 22 0.2735203542
4 22 0.4154800296
5 22 0.4196479392
6 22 0.1121917321
7 22 0.2952284101
8 22 0.2258849068
  
0 22 0.3619222275
1 22 0.5148730259
2 22 0.2648553919
3 22 0.2219909868
4 22 0.505608511
5 22 0.5087562496
6 22 0.3485718374
7 22 0.5963795053
8 22 0.4852243442
  
0 23 0.3963791988
1 23 0.5342379039
2 23 0.2860113789
3 23 0.3094070536
4 23 0.137487455
5 23 0.3456474405
6 23 0.2527749301
7 23 0.3746196362
8 23 0.2270583319
  
0 24 0.3862564516
1 24 0.4416053333
2 24 0.4392117052
3 24 0.2141020347
4 24 0.2308986472
5 24 0.4660634907
6 24 0.5601084806
7 24 0.088132234
8 24 0.262555388
  


