0 0 0.218586551
1 0 0.2828645877
2 0 0.0324830451
3 0 0.2070906899
4 0 0.2151430518
5 0 0.4750152492
6 0 0.3125543839
7 0 0.2135961498
8 0 0.2483862664
  
0 1 0.3123604471
1 1 0.2895242256
2 1 0.2647798937
3 1 0.4002029412
4 1 0.2892508049
5 1 0.3682887144
6 1 0.2161855311
7 1 0.3582731639
8 1 0.5238803717
  
0 2 0.1583839526
1 2 0.2394010055
2 2 0.2687138417
3 2 0.184110087
4 2 0.1699999947
5 2 0.146282896
6 2 0.4885469455
7 2 0.2742231602
8 2 0.4076857337
  
0 3 0.3225971962
1 3 0.205685751
2 3 0.2369813537
3 3 0.2904620007
4 3 0.2230476195
5 3 0.3195365622
6 3 0.1448878027
7 3 0.2847041532
8 3 0.1475958026
  
0 4 0.25148929
1 4 0.372036006
2 4 0.4451760903
3 4 0.4027409718
4 4 0.1441566678
5 4 0.4504445412
6 4 0.2394749311
7 4 0.3610723078
8 4 0.1644405128
  
0 5 0.234025993
1 5 0.2501497075
2 5 0.4433850669
3 5 0.1925395552
4 5 0.1409571739
5 5 0.171589675
6 5 0.1144437131
7 5 0.2127424418
8 5 0.3482697347
  
0 6 0.3534078437
1 6 0.2468326611
2 6 0.2750592717
3 6 0.0887000012
4 6 0.2785845867
5 6 0.1284633945
6 6 0.4102575893
7 6 0.0982469969
8 6 0.3758732246
  
0 7 0.3063292605
1 7 0.2732006793
2 7 0.1384787045
3 7 0.1564435048
4 7 0.2324014902
5 7 0.2325612722
6 7 0.1632037274
7 7 0.100085379
8 7 0.3946956128
  
0 8 0.4321238699
1 8 0.2614913289
2 8 0.4496033369
3 8 0.2930253712
4 8 0.5323270053
5 8 0.209041265
6 8 0.0336040252
7 8 0.293101257
8 8 0.2579898913
  
0 9 0.2952716467
1 9 0.2192071356
2 9 0.2776017561
3 9 0.2515833943
4 9 0.2467146742
5 9 0.3175395391
6 9 0.1431386488
7 9 0.1708842155
8 9 0.3213611215
  
0 10 0.2203295113
1 10 0.4192605122
2 10 0.5324638972
3 10 0.3373291998
4 10 0.1262370249
5 10 0.3822572924
6 10 0.2714629416
7 10 0.2665410615
8 10 0.2187494005
  
0 11 0.2883371269
1 11 0.5068207842
2 11 0.2307298673
3 11 0.1337699724
4 11 0.2522126545
5 11 0.1760045834
6 11 0.3000762753
7 11 0.3575428384
8 11 0.2985241462
  
0 12 0.3464052062
1 12 0.2015617542
2 12 0.1741157008
3 12 0.2207996892
4 12 0.2235435556
5 12 0.1725256134
6 12 0.2357603036
7 12 0.2851172126
8 12 0.3322511509
  
0 13 0.2108180531
1 13 0.2582453583
2 13 0.2234882893
3 13 0.222347746
4 13 0.2293295974
5 13 0.2695474608
6 13 0.3329108093
7 13 0.230061011
8 13 0.1875737548
  
0 14 0.125447812
1 14 0.1326133025
2 14 0.1437902606
3 14 0.3027261143
4 14 0.1323234485
5 14 0.3194679213
6 14 0.5515758495
7 14 0.2356569354
8 14 0.2191807223
  
0 15 0.5312701413
1 15 0.4269963413
2 15 0.0669247495
3 15 0.4329054871
4 15 0.3846534974
5 15 0.2217463976
6 15 0.2646603587
7 15 0.2578909421
8 15 0.2368784548
  
0 16 0.4233535772
1 16 0.0789210718
2 16 0.0933831359
3 16 0.2224540712
4 16 0.2721465166
5 16 0.1072632482
6 16 0.1773521847
7 16 0.3581110187
8 16 0.146898648
  
0 17 0.3203191995
1 17 0.1203521333
2 17 0.2513480558
3 17 0.3449562555
4 17 0.1599691895
5 17 0.3903204622
6 17 0.1775822467
7 17 0.2036999834
8 17 0.3367626512
  
0 18 0.2587333243
1 18 0.1330201164
2 18 0.2147073907
3 18 0.3231672472
4 18 0.3150764866
5 18 0.4796062941
6 18 0.3643899721
7 18 0.2120745036
8 18 0.0849423179
  
0 19 0.1747874354
1 19 0.1681299317
2 19 0.39343588
3 19 0.254109909
4 19 0.2531147152
5 19 0.3351337652
6 19 0.2341234888
7 19 0.3948391773
8 19 0.4098935436
  
0 19 0.2107034634
1 19 0.3237111208
2 19 0.3611114023
3 19 0.1655928424
4 19 0.0952882681
5 19 0.5315368089
6 19 0.2124239819
7 19 0.0732979277
8 19 0.1507590291
  
0 20 0.1842967405
1 20 0.0979555078
2 20 0.2859818362
3 20 0.127938713
4 20 0.0902804851
5 20 0.1697668483
6 20 0.3874972355
7 20 0.2884037279
8 20 0.2406118051
  
0 21 0.4016997811
1 21 0.1114047171
2 21 0.2650904511
3 21 0.175677856
4 21 0.1049464649
5 21 0.2232514393
6 21 0.1617446732
7 21 0.2768512912
8 21 0.115634195
  
0 22 0.1431475396
1 22 0.2953904415
2 22 0.3463304568
3 22 0.2721307618
4 22 0.2117914716
5 22 0.3759766025
6 22 0.115129224
7 22 0.1917600829
8 22 0.206844719
  
0 22 0.2173957783
1 22 0.0870522923
2 22 0.1522015045
3 22 0.1867757422
4 22 0.3595217086
5 22 0.2439029429
6 22 0.1067640264
7 22 0.2781787357
8 22 0.1963803343
  
0 23 0.3328159733
1 23 0.2530046325
2 23 0.2658618915
3 23 0.2635901081
4 23 0.1022608919
5 23 0.2090653537
6 23 0.1422668305
7 23 0.3175755971
8 23 0.1717119833
  
0 24 0.3163006122
1 24 0.34234264
2 24 0.311827688
3 24 0.1673191822
4 24 0.1758510672
5 24 0.455473353
6 24 0.315378641
7 24 0.0842254327
8 24 0.2561023692
  



